title,image_url,ingredients,instructions,category,ingredients_lemmatized
"Briam, greckie pieczone warzywa",https://www.jadlonomia.com/wp-content/uploads/2020/09/IMG_56461-600x900.jpg,"5 ziemniaków (600 g) 1 bakłażan, średni (400 g) 1 cukinia, średnia (400 g) 1 cebula, średnia sól i czarny pieprz oliwa; 1 puszka krojonych pomidorów 4 ząbki czosnku 1/2 puszki wody 3/4 łyżeczki cukru trzcinowego spora szczypta soli (około 1/2 – 3/4 łyżeczki) spora szczypta czarnego pieprzu; 2 – 3 pomidory 1/4 – 1/3 szklanki oliwy sól i czarny pieprz","Piekarnik rozgrzać do250 stopni, góra dół. Ziemniaki obrać i pokroić w cienkie plasterki. Duże naczynie żaroodporne lekko posmarować oliwą, wysypać ziemniaki, oprószyć dokładnie solą i pieprzem.
Bakłażana pokroić w półplastry, cukinię również pokroić w półplastry, cebulę pokroić w półksiężyce, a następnie przekroić je na pół, żeby był krótsze. Wysypać wszystko na ziemniaki, oprószyć solą i lekko pomieszać.
Do dzbanka blendera dodać krojone pomidory, czosnek, cukier, sól oraz pieprz. Puszkę po pomidorach napełnić do połowy wodą i dodać do reszty składników. Krótko blendować, tylko tyle, żeby żeby czosnek oraz pomidory się rozdrobniły i wylać na warzywa.
Na koniec pomidory pokroić w plastry, ułożyć na wierzchu, polać całość oliwą i dokładnie owinąć folią lub szczelnie przykryć pokrywką. Wsunąć do gorącego piekarnika i piec przez 45 – 60 minut pod przykryciem.
Po upływie tego czasu odkryć, sos powinien intensywnie się gotować i bulgotać, a ziemniaki być miękkie. Jeśli tak nie jest dopiekać jeszcze 5 – 15 minut pod przykryciem.
Po osiągnięciu efektu bulgoczącego sosu naczynie odkryć i dopiekać 15 – 30 minut bez pokrywki, do momentu, aż będą rumiane jak na zdjęciu, a prawie cała woda odparuje. Widać to na tymfilmie. Dobre zarówno na ciepło, jak i na zimno. Przechowywać w lodówce do 5 dni.",Dania główne,ziemniak bakłażan cebula sól pomidor czosnek woda cukier
Leczo z kurkami,https://www.jadlonomia.com/wp-content/uploads/2020/07/IMG_5404-600x900.jpg,"2 cebule 4 papryki, najlepiej podłużne „Ramiro” lub białe igołomskie ½ łyżeczki cukru trzcinowego 3 łyżki oleju; 2 cukinie, małe; 1 łyżka papryki słodkiej 1 łyżeczka papryki ostrej 1 łyżeczka papryki wędzonej szczypta kminku, opcjonalnie; 1 łyżka koncentratu pomidorowego, opcjonalnie; 1 puszka pomidorów krojonych sól i czarny pieprz; 300 g kurek olej; do podania: ulubiony chleb, puree z fasoli, makaron z soczewicy, pietruszka","Cebulę pokroić w półksiężyce, następnie przekroić na pół, żeby były krótsze. Paprykę pokroić w grube paski. Na dnie dużego garnka lub rondla rozgrzać olej, dodać cebulę, papryki oraz cukier i smażyć na średnim ogniu przez 6 – 8 minut.
W międzyczasie cukinię pokroić w grubą kostkę oraz wyczyścić kurki. Kurki wsypać do dużej miski, wlać zimną wodę i kilka razy zamieszać, można większe okazy delikatnie potrzeć w palcach. Wyłowić łyżką cedzakową lub sitkiem na papierowy ręcznik.
Do podsmażonych warzyw dodać cukinię, zamieszać i smażyć kolejne 1 – 2 minuty, żeby cukinia tylko pokryła się aromatycznym olejem.
Dodać wszystkie rodzaje sproszkowanej papryki oraz kminek, jeśli używamy, dokładnie wymieszać i podsmażać minutę. Następnie dodać koncentrat pomidorowy, dokładnie wymieszać i smażyć ostatnią minutę. Wtedy dodać krojone pomidory, sól oraz pieprz, garnek przykryć i dusić przez 5 – 8 minut.
W tym czasie na patelni obok rozgrzać niedużą ilość oleju, kiedy będzie gorący dodać kurki i smażyć przez 4 – 5 minut. Na sam koniec posolić (ważne!), dodać do gotowego leczo i delikatnie wmieszać. Podawać ze świeżą pietruszką i ulubionymi dodatkami.",Dania główne,cebula papryka cukier olej pomidor sól chleb
Spaghetti ratunkowe,https://www.jadlonomia.com/wp-content/uploads/2020/04/IMG_4393_male-600x900.jpg,"200 g makaronu spaghetti; 2 – 3 ząbki czosnku 1 – 2 suszone papryczki chili lub szczypta płatków chili skórka starta z ćwiartki cytryny gałązka rozmarynu lub szczypta suszonego, opcjonalnie 3 – 4 łyżki oliwy; 1 puszka ciecierzycy / 1 1/2 szklanki ugotowanej naprawdę spora szczypta soli i pieprzu; Kilka garści szpinaku lub rukoli, opcjonalnie Do posypania, opcjonalnie: płatki drożdżowe, podprażona bułka tarta, czarny pieprz","W dużym garnku zagotować lekko osoloną wodę. Dodać makaron spaghetti i gotować do czasu, aż będzie al dente, czyli około 6 – 8 minut.
Kiedy makaron jest już w garnku zabrać się za przygotowanie reszty. Czosnek zetrzeć lub posiekać i dodać do dużej patelni razem z papryczkami chili, skórką otartą z cytryny i jeśli używamy, rozmarynem. Wlać oliwę i podgrzewać na małym ogniu przez około 2 minuty, czyli do momentu, aż czosnek zacznie się smażyć i zacznie pachnieć, ale wciąż będzie jasny i niezezłocony.
Wtedy dodać odcedzoną ciecierzycę i naprawdę sporo soli oraz pieprzu, na tyle dużo, że pomyślicieo jezu TROCHĘ chyba przesadziłam.Zwiększyć ogień i smażyć kolejne 2 – 3 minuty, do momentu, aż ciecierzyca zacznie przyjemnie skwierczeć.
Dodać szpinak lub rukolę. Może być go bardzo dużo na początku, po chwili zwiędnie.
Odcedzić makaron zachowując trochę wody i przełożyć do patelni razem z 1/4 – 1/3 szklanki wody z gotowania. Podgrzewać wszystko razem na patelni, dokładnie mieszając. Kiedy makaron będzie pokryty aromatycznymi dodatkami posypać płatkami drożdżowymi albo podprażoną bułką tartą albo po prostu czarnym pieprzem. Świetne bez dodatków, wybitne z kieliszkiem wina.",Dania główne,czosnek cytryna rozmaryn sól szpinak
Pomidorowe curry z ciecierzycy,https://www.jadlonomia.com/wp-content/uploads/2020/01/IMG_2351_male-600x900.jpg,"1 cebula 1 łyżeczka gorczycy, można zastąpić musztardą 1/2 łyżeczki soli olej; 1 łyżeczka kuminu, zmielonego 1/2 łyżeczki kurkumy szczypta płatków chili szczypta cynamonu; 1 puszka mleka kokosowego / 400 ml 1 puszka pomidorów krojonych 1 łyżka sosu sojowego 1/2 łyżeczki cukru trzcinowego; 3 puszki cieciorki do podania: ugotowany ryż, posiekana kapusta lub kawałek kalarepy, opcjonalnie kolendra","Cebulę pokroić w kostkę, na dnie dużej patelni rozgrzać olej. Dodać cebulę, gorczycę i sól, smażyć na średnim ogniu przez 4 – 5 minut. Jeśli nie macie gorczycy przeczytajcie porady.
Do podsmażonej cebuli dodać kumin, kurkumę, chili oraz cynamon. Zamieszać, smażyć przez kilkanaście sekund i dodać kokosowe mleko, pomidory, sos sojowy oraz cukier. Zwiększyć ogień na maksymalny i gotować przez 5 – 8 minut, czyli do momentu, aż sos się lekko zagęści i zrobi się błyszczący.
Dodać odsączoną ciecierzycę, zmniejszyć ogień na średni i gotować przez 5 – 6 minut. Doprawić do smaku solą lub w razie potrzeby większą ilością cukru trzcinowego. Podawać z ryżem i ulubionymi warzywami, które można zanurzać w kremowym sosie.",Dania główne,cebula sól olej cynamon pomidor sos cukier cieciorka ryż
Risotto bardzo pomidorowe,https://www.jadlonomia.com/wp-content/uploads/2019/08/IMG_9111_male-600x900.jpg,"100 g pomidorków koktajlowych oliwa; 1 cebula 1/2 ząbka czosnku 1/8 łyżeczki cynamonu oliwa; 1/2 szklanki ryżu do risotto, na przykład arborio 1/2 szklanki wytrawnego białego wina lub cydru, opcjonalnie 1 duża gałązka bazylii lub mała tymianku, opcjonalnie; 2 pomidory bawole serca / 800 g; 2 – 3 szklanki bulionu warzywnego sól; 2 łyżki płatków drożdżowych, opcjonalnie do podania: oliwa, czarny pieprz","Na dnie dużej patelni rozgrzać mało oliwy, wrzucić pomidorki koktajlowe i podsmażać je do momentu, aż zrobią się złote i zaczną lekko pękać, czyli około 5 – 7 minut. W tym czasie przygotować pozostałe składniki.
W czajniku zagotować wodę. Skórę pomidorów naciąć, włożyć je do miski i zalać wrzątkiem. Po chwili wrzątek wylać, przelać je zimną wodą i skórkę obrać,nie wyrzucać.Posiekać w kostkę, a skórki oraz wykrojone gniazdo nasienne wrzucić do garnka, wlać bulion i delikatnie podgrzewać na małym ogniu.
Cebulę pokroić w kostkę, czosnek w plasterki. Uff, akurat pomidorki powinny zacząć pękać i można razem z oliwą zsunąć ja na talerz i odłożyć na bok. Patelnię przetrzeć papierowym ręcznikiem i przejść do robienia risotto.
Na patelnię wlać trochę oliwy, dodać cebulę, czosnek oraz cynamon i smażyć przez 1 – 2 minuty. Dodać ryż, chwilę podsmażać, po czym dodać gałązkę bazylii i białe wino.
Kiedy wino odparuje dodać pomidory, szczyptę soli i dusić na średnim ogniu przez 5 – 8 minut – po tym czasie pomidory się rozpadną i lekko odparują, wtedy wlać pierwszą chochelką bulionu. Od teraz wlewać po 1 – 2 chochelki gorącego bulionu. Proces potrwa około 15 – 18 minut, risotto jest gotowe, kiedy ryż jest lekko al dente, kształtny, ale miękki i sprężysty.
Do gotowego risotto dodać z powrotem podsmażone pomidorki, doprawić płatkami drożdżowymi oraz solą. Podawać od razu, skropione oliwą i czarnym pieprzem.",Dania główne,cebula czosnek cynamon ryż tymianek pomidor sól
Dal z rabarbarem,https://www.jadlonomia.com/wp-content/uploads/2019/07/IMG_1302_male-600x900.jpg,"2 szklanki czerwonej soczewicy / 400 g 4 szklanki wody 1 łyżeczka kurkumy 1/2 łyzeczki soli; Przyprawy do temperowania, czyli podsmażenia na patelni: 2 łyżeczki kuminu 1 łyżeczka czarnej gorczycy, opcjonalnie 1/4 łyżeczki cynamonu 1/4 łyżeczki płatków chilli olej; 1 cebula 3 – 5 cm imbiru 200 g rabarbaru; 1 puszka krojonych pomidorów albo 5 pomidorów malinowych, pokrojonych w kostkę 1 puszka kokosowego mleczka / 400 ml do podania: kolendra lub pietruszka","Soczewicę wsypać do garnka, wlać zimną wodę, opłukać i wylać wodę. Czynność powtórzyć.
Do opłukanej soczewicy dodać wodę, kurkumę oraz sól. Przykryć i zagotować, następnie zmniejszyć ogień i gotować przez 15 minut czyli do momentu, aż soczewica będzie miękka.
W międzyczasie cebulę pokroić w kostkę, rabarbar pokroić w cienkie, 0,5 cm plasterki, a imbir posiekać. Na dnie średniej patelni rozgrzać kilka łyżek oleju, dodać wszystkie przyprawy i smażyć przez 15 – 30 sekund. Następnie dodać cebulę, rabarbar oraz imbir i smażyć przez 3 – 5 minut. Do cebulki i rabarbaru dodać pomidory oraz sól i dusić przez 5 – 15 minut.
Wreszcie wszystko połączyć – do miękkiej soczewicy dodać puszkę kokosowego mleczka, pomidory z cebulą i rabarbarem, a na koniec dal zamieszać i gotować ostatnie 3 – 5 minut. Podawać z kolendrą lub pietruszką, można jeść z ryżem lub bez żadnych dodatków.",Dania główne,woda sól cynamon olej cebula imbir rabarbar pomidor
Pieczone szparagi z pomidorkami,https://www.jadlonomia.com/wp-content/uploads/2019/05/IMG_1154_male-600x900.jpg,"500 g pomidorków koktajlowych 3 – 4 łyżki oliwy sól i pieprz; 1 pęczek szparagów 1/4 szklanki migdałów, posiekanych oliwa; opcjonalnie do podania: garstka świeżej bazylii, tymianku lub oregano oraz czarny pieprz, a także ulubiony makaron lub kasza","Piekarnik rozgrzać do 200 stopni, jeśli macie termoobieg, można go włączyć. Do naczynia żaroodpornego wysypać pomidorki, polać oliwą, posypać solą oraz pieprzem i potrząsnąć kilka razy, żeby zanurzyły się w oliwie. Wsunąć do gorącego piekarnika, piec przez 12 – 15 minut do momentu, aż pomidorki pękną i zaczną się karmelizować, czyli będą lekko złote. To ważne!
Na podpieczone pomidorki włożyć surowe szparagi, posypać posiekanymi migdałami, skropić oliwą i piec kolejne 5 – 8 minut, do momentu, aż migdały się zrumienią, a szparagi będą al dente.
Posypać świeżymi ziołami jeśli są pod ręką, a jeśli nie, to wystarczy czarny pieprz. Świetnie smakuje z dodatkami lub bez, na gorąco lub na zimno jako lunch.",Dania główne,sól tymianek
Biała fasola pieczona z cebulką,https://www.jadlonomia.com/wp-content/uploads/2019/04/IMG_0745_male-600x900.jpg,"400 g suchej białej fasoli / 2 szklanki suchej fasoli, namoczonej przez noc; 3 cebule 4 – 6 łyżki oleju 1/2 łyżeczki soli; Zalewa: 1 szklanka piwa, zwykłego jasnego (ewentualnie cydru) 3 łyżki musztardy francuskiej 3 1/2 łyżki sosu sojowego 1 1/2 łyżki syropu klonowego 1 łyżeczka pieprzu ziołowego 3/4 łyżeczki wędzonej papryki 1/2 łyżeczki suszonego majeranku sól i czarny pieprz","Namoczoną fasolę odcedzić, zalać wodą i gotować do miękkości, czyli około 40 – 50 minut.
Kiedy fasola się ugotuje zacząć rozgrzewać piekarnik do 200 stopni. Fasolę odcedzić i przełożyć do dużego naczynia żaroodpornego, cebule pokroić w półksiężyce i dodać do naczynia razem z olejem oraz solą. Dokładnie wymieszać.
W misce połączyć wszystie składniki zalewy i spróbować – w razie potrzeby dodać do smaku więcej soli lub syropu klonowego. Zalewę wlać do naczynia żarodpornego, kilka razy zamieszać, naczynie przykryć i wsunąć do piekarnika. Piec przez 40 minut pod przykryciem.
Po upływie tego czasu odkryć i zamieszać. Dopiekać jeszcze 20 – 30 minut mieszając w międzyczasie dwa lub trzy razy. Piec do momentu, aż zalewa odparuje, a cebulka będzie skarmelizowana. Podawać jako danie główne z pieczywem lub ziemniakami, pyszne z chrzanem, ćwikłą lub kiszonym ogórkiem.",Dania główne,cebula olej sól sos papryka
Zimowa caponata z selera,https://www.jadlonomia.com/wp-content/uploads/2019/02/IMG_9837_male-600x900.jpg,500 g selera / 1 duża bulwa 4 – 6 łyżek oliwy; 2 – 3 zabki czosnku szczypta płatków chili; 2 łyżki kaparów 4 łyżki czarnych oliwek; 2 puszki krojonych pomidorów 1 – 2 łyżki octu balsamicznego 2 łyżki orzechów włoskich 1 łyżka rodzynek sól i pieprz do podania: naprawdę świetnie smakuje z rukolą,"Selera obrać i pokroić w grubą kostkę. Na dnie dużego garnka wlać tyle oliwy, żeby przykryła dno, rozgrzać ją i dodać selera. Smażyć na średnim ogniu mieszając bardzo rzadko lub wcale. Smażyć przez 8 – 10 minut czyli do momentu, aż seler będzie złocisty i miękki w środku.
W tym czasie przygotować wszystkie pozostałe składniki, dodatkowo czosnek posiekać, a włoskie orzechy podprażyć i posiekać.
Kiedy seler będzie miękki wyjąć go z garnka, odłożyć na papierowy ręcznik i porządnie oprószyć solą oraz pieprzem. Na oliwę w garnku włożyć czosnek oraz płatki chili, smażyć przez kilkanaście sekund, czyli do momentu, aż czosnek się zezłoci. Wtedy oliwki oraz kapary, smażyć kolejne kilkanaście sekund.
Dodać pomidory, ocet balsamiczny, orzechy włoskie, rodzynki oraz sól i czarny pieprz. Garnek przykryć i gotować przez 10 – 30 minut na małym ogniu.
Do gotowego pomidorowego sosu dodać usmażonego selera, wymieszać, doprawić do smaku i podawać skropione oliwą. Dobrze smakuje zarówno na ciepło jak i na zimno, świetnie smakuje z rukolą.",Dania główne,seler czosnek pomidor sól
Tajwański pomidorowy rosół,https://www.jadlonomia.com/wp-content/uploads/2018/01/IMG_5544-2-copy_male-600x900.jpg,"2 cebule 6 cm imbiru; 2 marchewki, duże / 300 g 2 laski selera naciowego 1 bulwa korzenia selera / 400 g 1/2 pora, biała i zielona część 8 ząbków czosnku 1/2 łyżeczki cukru trzcinowego 2 – 3 łyżki oleju; 25 suszonych grzybów shiitake lub leśnych / 25 g 3 łyżki koncentratu pomidorowego 1 – 2 łyżeczki ostrego sosu sambal oelek, srirachy lub szczypta płatków chili 1/2 szklanki mocnej czarnej herbaty 1/2 łyżeczki kurkumy 2 1/2 litra wody 1 łyżeczka soli opcjonalnie, 2 łyżki masła orzechowego; Przyprawy do uprażenie: 4 gwiazdki anyżu 2 liście laurowe 1 goździk 1/2 laski cymamonu 1/2 łyżeczka pieprzu syczuańskiego, można zastąpić czarnym pieprzem 1/2 łyżeczki ziaren kolendry 1/2 łyżeczki kuminu 1/4 łyżeczki ziaren pieprzu czarnego opcjonalnie, 1/2 łyżeczki ziaren kopru włoskiego; Przyprawy na koniec: 4 – 7 łyżek sosu sojowego 1 – 2 łyżeczki cukru trzcinowego 1/2 łyżeczki – 1 łyżeczka octu, dowolnego opcjonalnie, 2 łyżki wódki lub whiskey; do podania: chiński pszenny makaron lub ulubiony makaron ryżowy, posiekany szczypior, ulubione dodatki: na przykład tofu, boczniaki albo kimchi","Cebulę przekroić na pół i obrać; imbir przekroić na pół. Cebulę oraz imbir opalić na kuchence gazowej tak jak do rosołu, jeśli nie macie takiej kuchenki możecie ja zrumienić na mocno rozgrzanej suchej patelni.
Następnie porządnie rozgrzać niedużą patelnię i kiedy będzie mocno gorącapo kolei, osobnoprażyć wszystkie przyprawy. Uprażone przesypywać na wspólny talerzyk.
Marchew oraz seler obrać i pokroić na mniejsze kawałki; pora pokroić w plasterki; seler naciowy pokroić na mniejsze kawałki; a czosnek obrać i pozostawić w całości. Na dnie dużego garnka mocno rozgrzać olej, a gdy będzie gorący wrzucić wszystkie warzywa, opalone cebule i imbir, uprażone przyprawy i cukier trzcinowy. Smażyć na dość dużym ogniu przez 8 – 12 minut starając się mieszać jak najrzadziej – warzywa mają się porządnie zrumienić.
Gdy warzywa będą zrumienione dodać do nich wszystkie pozostałe składniki, garnek przykryć. Uff, to już koniec pracy! Teraz wystarczy garnek przykryć i gotować wywar minimum przez 1 godzinę, a najlepiej przez 2 godziny na małym ogniu.
Po upływie tego czasu zupę przecedzić przez sito. Czysty wywar wlać z powrotem do garnka i przyprawić sosem sojowym, cukrem oraz octem ryżowym. To bardzo ważny moment bo od niego zależy finalny smak zupy i warto dodawać po trochę sosu sojowego, cukru oraz octu nieustannie próbując. Zupa ma być wyrazista, słona, esencjonalna, słodkawa i tylko delikatnie przełamana octem.
Kiedy osiągniecie smak, który Wam odpowiada, zupę można rozlewać do misek i podawać z ulubionym makaronem oraz posiekanym szczypiorem, dodatkowo możecie też dorzucić wyłowionyme z wywaru grzybkami siitake albo inne ulubione składniki.",Dania główne,cebula imbir seler czosnek cukier olej sos woda sól anyż tofu
Kulebiak z kiszoną kapustą,https://www.jadlonomia.com/wp-content/uploads/2018/12/IMG_9137_male-600x900.jpg,"Na ciasto: 3/4 szklanki mleka roślinnego; 2 szklanki mąki pszennej, tradycyjnej lub orkiszowej 1 1/2 łyżeczki suchych drożdży instant 1/2 łyżeczki cukru trzcinowego 1/2 łyżeczki solli; 3 – 4 łyżki oleju do posypania: mleko roślinne, mak, czarnuszka lub sezam; Na farsz: 1/2 szklanki suszonych grzybów 1 1/2 szklanki wody; 2 cebule 1 liście laurowe 2 ziela angielskie 2 goździki olej; 500 g kapusty kiszonej 1/4 szklanki suszonej żurawiny 1 – 2 łyżki sosu sojowego 1/2 łyżeczka pieprzu ziołowego 1/2 łyżeczki kminku, mielonego 1/4 łyżeczki czarnego pieprzu 1/4 łyżeczki mielonej kolendry 1/2 łyżeczki soli","Przygotowanie ciasta drożdżowego:w małym rondelku lekko podgrzać mleko. Do misy miksera dodać wszystkie składniki za wyjątkiem oleju, wlać ciepłe mleko i wyrobić przy pomocy haka do ciasta drożdżowego. Tak samo można wyrobić ręcznie w misce.
Kiedy ciasto będzie elastyczne i zwarte dodać olej i ponownie wyrobić do momentu, aż cały olej się wchłonie i ciasto będzie sprężyste. Ciasto uformować kulę, włożyć do miski podsypanej mąką i dokładnie przykryć kuchenną ściereczką. Zostawić do wyrastania w ciepłym miejscu na 1 – 1 1/2 godziny.
Przygotowanie farszu:grzyby zalać wodą, odstawić. Cebulę pokroić w kostkę. Na dnie dużego garnka rozgrzać sporo oleju, dodać cebulkę, przyprawy i smażyć kilka minut do momentu, aż cebulka zrobi się złota i miękka.
Kapustę w razie potrzeby dodatkowo posiekać. Dodać ze wszystkimi pozostałymi składnikami oprócz grzybów do cebuli i podsmażać z cebulką przez 3 – 4 minuty, co jakiś czas mieszając. Kiedy kapusta będzie dokładnie wymieszana z aromatyczną cebulą i olejem dodać grzyby z wodą, zamieszać i przykryć. Gotować pod przykryciem, na małym ogniu 20 – 30 minut. Na koniec spróbować, doprawić do smaku i przełożyć na duży talerz lub do miski – dzięki temu szybciej wystygnie. Uf, wszystko gotowe. Teraz można sobie chwilę pogadać z domownikami, poklikać w telefon lub poodpoczywać – kapusta stygnie, ciasto rośnie.
Formowanie:kiedy ciasto wyrośnie moża formować jednego dużego kulebiaka lub dwa mniejsze. Na stole rozłożyć papier do pieczenia, lekko podsypać go mąką i wyjąć z miski wyrośnięte ciasto. Formować tak jak na zdjęciach poniżej, na koniec położyć sklejeniem do dołu i przykryć ściereczką. Piekarnik zacząć rozgrzewać do 200 stopni, kulebiaka zostawić na 20 – 40 minut.
Kulebiaka posmarować roślinnym mlekiem i obsypać makiem. Wsunąć do piekarnika i piec 30 – 40 minut czyli do momentu, aż będzie złocisty. Pyszny na ciepło, na zimno, w dniu pieczenia, a nawet pięć dni później.",Dania główne,mąka cukier olej mak woda cebula kapusta żurawina sos sól
Wegeburgery dyniowe,https://www.jadlonomia.com/wp-content/uploads/2018/11/IMG_8758_male-600x900.jpg,"3/4 szklanki suchej kaszy jaglanej; 3/4 szklanki pestek dyni 2 szklanki startej dyni / 600 g dyni w skorupie z pestkami 1 cebula 2 – 3 gałązki pietruszki; 1/4 szklanki bułki tartej 1/4 szklanki oleju 1/4 szklanki mąki, dowolnej 2 łyżki sosu sojowego 1 łyżeczka papryki wędzonej 3/4 łyżeczki papryki ostrej 1/2 łyżeczki papryki słodkiej 1/2 łyżeczki ziaren kolendry 1/4 łyżeczki imbiru, sproszkowanego szczypta chili sól i czarny pieprz","W czajniku zagotować wodę, piekarnik rozgrzać do 180 stopni, blachę do piekarnika wyłożyć papierem do pieczenia. Kaszę jaglaną wsypać do garnka, zalać odrobiną wrzątku, wypłukać i wrzątek odlać. Następnie odmierzyć 1 1/2 szklanki wrzątki, wlać do kaszy, dodać szczyptę soli i postawić na kuchence. Przykryć i gotować na minimalnym ogniu do czasu, aż kasza wchłonie wodę, czyli około 15 minut.
W międzyczasie pestki porządnie uprażyć. Dynię obrać i zetrzeć na grubych oczkach tarki, cebulę pokroić w kostkę, pietruszkę posiekać. Uprażone i przestudzone pestki również posiekać. Uf, wszystko gotowe – tak przygotowane składniki można przełożyć do dużej miski.
Do miski dodać wszystkie pozostałe składniki oraz gorącą, ugotowaną kasze. Wymieszać łyżką, a kiedy po chwili wszystko się przestudzi zagnieść masę rękoma. Ręce umyć, delikatnie nasmarować kilkoma kroplami oleju i formować równe kotlety, które układać na blasze.
Tak przygotowane kotlety wsunąć do piekarnika i piec 15 – 20 minut, po tym czasie obrócić i dopiekać jeszcze 5 – 10 minut, czyli do momentu, aż będą złociste. Podawać z ziemniakami i surówką albo w bułce z musztardą, cebulą i kiszonym ogórkiem. Świetnie smakują na zimno.",Dania główne,dynia cebula pietruszka bułka olej mąka sos papryka imbir sól
Risotto z dynią,https://www.jadlonomia.com/wp-content/uploads/2018/10/IMG_0609_male-600x900.jpg,"1/2 cebuli 1/2 ząbka czosnku oliwa; 500 g dyni piżmowej lub innej ulubionej; 1/2 szklanki ryżu do risotto (arborio, carnaroli) 1/4 szklanki białego wytrawnego wina; 1 litr bulionu; 2 łyżki płatków drożdżowych, opcjonalnie spora szczypta gałki muszkatołowej sól do podania: czarny pieprz, oliwa z oliwek, kilka liści jarmużu lub kapusty włoskiej","Cebulkę pokroić w kostkę; czosnek grubo posiekać; dynię obrać, wyjąć pestki i pokroić w kostkę. Naszykować bulion w garnku i podgrzewać na małym ogniu – żeby ciągle był gorący.
Zaczynamy! Na dnie dużej patelni rozgrzać oliwę, dodać cebulkę, czosnek i smażyć przez 1 minutę. Następnie dodać dynię i smażyć razem przez kolejne 2 – 3 minuty, po czym dodać ryż i dokładnie wymieszać.
Do ryżu wlać wino, zwiększyć ogień i odparować. I od teraz wlewać po 1 – 2 chochelki gorącego bulionu. Proces potrwa około 18 – 20 minut, risotto jest gotowe, kiedy ryż jest lekko al dente i zachował swój kształt.
W trakcie procesu gotowania i mieszania można przygotować jarmuż. Naszykować miskę z zimną wodą i kilkoma kostkami lodu, jeśli akurat macie je pod ręką. Całe liście jarmużu zanurzyć w gotującym się bulionie na 1 minutę, po czym od razu przełożyć do zimnej wody. Tak zahartowane pokroić na grube paski.
Gotowe risotto doprawić gałką oraz płatkami drożdżowymi. Dokładnie wymieszać, na wierzchu posypać dużą ilością pieprzu, obrzucić liśćmi jarmużu i skropić oliwą. Podawać od razu.",Dania główne,cebula czosnek dynia ryż sól kapusta
Chili sin carne z dynią,https://www.jadlonomia.com/wp-content/uploads/2018/10/IMG_0262_male-600x900.jpg,"1 cebula 1 kg dyni piżmowej / 1/2 dyni olej; 1 1/2 łyżeczka kuminu 1 1/2 łyżeczki wędzonej papryki 1 łyżeczka ostrej papryki 1 łyżeczka słodkiej papryki 1/2 łyżeczki kolendry mielonej 1/4 łyżeczki cynamonu duża szczypta chili; 2 puszki fasoli czerwonej 1 puszka pomidorów krojonych 1 1/2 szklanki bulionu lub wody 1/2 szklanki orzechów włoskich, posiekanych 2 – 4 łyżki mocnej, zaparzonej kawy 1 łyżka koncentratu pomidorowego 2 – 3 łyżki sosu sojowego 1 łyżeczka syropu klonowego sól; 1 – 2 kostki gorzkiej czekolady 1 – 2 łyżki soku z limonki; do podania: limonka, jogurt roślinny, świeża kolendra i ulubiony ryż","Cebulę obrać i pokroić w kostkę. Dynię obrać, pozbawić pestek i pokroić w 1 cm kostkę.
Na dnie dużego garnka rozgrzać olej. Dodać dynię oraz cebulę i smażyć przez 5 – 6 minut do momentu, aż dynia lekko zmięknie. Następnie dodać wszystkie przyprawy, dokładnie wymieszać i smażyć ostatnią minutę.
Dodać fasolę, wymieszać i dodać wszystkie wszystkie pozostałe składniki oprócz czekolady i soku z limonki. Garnek przykryć i gotować na niedużym ogniu przez 15 – 25 minut.
Po upływie tego czasu dodać czekoladę oraz sok z limonki i gotować ostatnią minutę. Spróbować i w razie potrzeby dodać więcej czekolady lub limonki, oraz doprawić do smaku solą. Podawać z ryżem, świeżą kolendrą, dodatkowymi kawałkami limonki i opcjonalnie z roślinnym jogurtem albo awokado. Jeszcze lepiej smakuje następnego dnia.",Dania główne,cebula dynia olej papryka cynamon pomidor woda kawa sos sól limonka ryż
