title,image_url,ingredients,instructions,category
Buddha bowl – miska pełna rozmaitości,https://ervegan.com/wp-content/uploads/2017/02/HZ-buddhabowl.jpg,[],[],Dania główne
Pieczone bataty w glazurze pieprzowej,http://ervegan.com/wp-content/uploads/2017/01/Kamis-Flavor-Forecast-ervegan-bataty-pieczone-8265.jpg,"['Składnikina 1 większe naczynie żaroodporne:1–2 średnie bataty½ szklanki pestek dyni½ szklanki orzechów włoskich1 łyżka oleju roślinnego1 papryczka chili (opcjonalnie)sól, pieprzglazura:½ szklanki syropu klonowego, ryżowego lub z agawy¼ szklanki octu balsamicznego1 łyżka świeżo zmielonego czarnego pieprzu1 łyżeczka soku z cytrynyWydrukuj przepis', '1. Piekarnik nagrzej do 200°C, a bataty porządnie wyszoruj pod bieżącą wodą, ale ich\xa0nie obieraj. Pokrój je w\xa0kostkę (bok około 1 cm) i wymieszaj z odrobiną oleju, solą i pieprzem. Przełóż do żaroodpornej formy wyłożonej papierem do pieczenia i wstaw do piekarnika na około 15 minut.2. Po tym czasie do batatów dodaj posiekane orzechy włoskie i pestki dyni. Całość wymieszaj i ponownie wstaw\xa0do piekarnika na kilka minut.3. W międzyczasie w małym rondlu wymieszaj składniki na glazurę i podgrzewaj je przez 5 minut, aż dobrze się połączą i lekko zgęstnieją. Odstaw z ognia do ostygnięcia.4. Bataty wyciągnij z piekarnika i dodaj do nich startą na małej tarce papryczkę chili (opcjonalnie), polej glazurą pieprzową i zajadaj ze smakiem! Będą idealnie pasować do czarnej fasoli z kuminem.']","['1. Piekarnik nagrzej do 200°C, a bataty porządnie wyszoruj pod bieżącą wodą, ale ich\xa0nie obieraj. Pokrój je w\xa0kostkę (bok około 1 cm) i wymieszaj z odrobiną oleju, solą i pieprzem. Przełóż do żaroodpornej formy wyłożonej papierem do pieczenia i wstaw do piekarnika na około 15 minut.2. Po tym czasie do batatów dodaj posiekane orzechy włoskie i pestki dyni. Całość wymieszaj i ponownie wstaw\xa0do piekarnika na kilka minut.3. W międzyczasie w małym rondlu wymieszaj składniki na glazurę i podgrzewaj je przez 5 minut, aż dobrze się połączą i lekko zgęstnieją. Odstaw z ognia do ostygnięcia.4. Bataty wyciągnij z piekarnika i dodaj do nich startą na małej tarce papryczkę chili (opcjonalnie), polej glazurą pieprzową i zajadaj ze smakiem! Będą idealnie pasować do czarnej fasoli z kuminem.']",Dania główne
Grzybowy pasztet z cebulą,http://ervegan.com/wp-content/uploads/2016/12/weganski-pasztet-ervegan-6.jpg,[],[],Dania główne
Stek-burgery z kalafiora,http://ervegan.com/wp-content/uploads/2016/10/stek-burgery-z-kalafiora-ervegan-5000.jpg,[],[],Dania główne
Pieczony kalafior w pomidorach,https://ervegan.com/wp-content/uploads/2016/08/HZ-kalafior-ervegan-0888.jpg,[],[],Dania główne
Burgery z cukinii,http://ervegan.com/wp-content/uploads/2016/08/burgery-z-cukinii-ervegan-0780.jpg,"['Składnikina około 10–12 kotletów:2 szklanki cukinii startej na grubych oczkach i odciśniętej z wody (ok. 700g cukinii)1 czubata szklanka ugotowanej ciecierzycy (lub 1 puszka)½–¾ szklanki suchej kaszy jaglanej½ szklanki pestek słonecznika½ szklanki górskich płatków owsianych3 ząbki czosnku½–1 średnia cebula1 łyżeczka mielonego kuminu1–2 łyżeczki wędzonej papryki2 łyżki sosu sojowego2–3 łyżki oleju roślinnego2 łyżki płatków drożdżowych (opcjonalnie)sól, pieprzWydrukuj przepis', '1. Dwie duże cukinie zetrzyj na grubych oczkach tarki, najlepiej do dużej miski wyłożonej gazą bądź czystą ściereczką. Następnie odstaw ją na około 5 minut, aż puści soki. Kolejno odciśnij cukinię bardzo mocno i dokładnie z resztek wody i przełóż jej 2 szklanki do nowej miski. To bardzo ważny krok – czym więcej soku odciśniesz, tym lepiej!2. Kaszę jaglaną przepłucz ciepłą wodą i ugotuj na miękko z wodą w stosunku 1:2.3. Do miski lub naczynia blendera przełóż ciecierzycę, obrany czosnek i cebulę oraz olej, sos sojowy i przyprawy – zmiksuj na gładką pastę.4. Do dużej miski z cukinią przełóż pastę z ciecierzycy, kaszę jaglaną i porządnie wymieszaj. W młynku zmiel pestki słonecznika oraz płatki owsiane, a następnie dodaj je do masy na burgery.5. Całość\xa0opraw do smaku solą i pieprzem lub dodatkową porcją przypraw – nie bój się użyć ich w większej ilości, gdyż podstawowe składniki są dość neutralne w smaku. Miskę odłóż na 15 minut, aż masa zgęstnieje (płatki i słonecznik wchłoną wodę) – jeśli jednak nie uda Ci się odcisnąć porządnie cukinii i masa będzie zbyt rzadka – dodaj więcej słonecznika i płatków. Piekarnik nagrzej do 200°C.6. Burgery formuj zwilżonymi dłońmi i układaj na blasze wyłożonej papierem do pieczenia. Piecz je przez około 35 minut, pod koniec przekładając na drugą stronę (podważając je delikatnie łopatką). Gdy będą zarumienione i chrupiące z zewnątrz – są gotowe. Smacznego!']","['1. Dwie duże cukinie zetrzyj na grubych oczkach tarki, najlepiej do dużej miski wyłożonej gazą bądź czystą ściereczką. Następnie odstaw ją na około 5 minut, aż puści soki. Kolejno odciśnij cukinię bardzo mocno i dokładnie z resztek wody i przełóż jej 2 szklanki do nowej miski. To bardzo ważny krok – czym więcej soku odciśniesz, tym lepiej!2. Kaszę jaglaną przepłucz ciepłą wodą i ugotuj na miękko z wodą w stosunku 1:2.3. Do miski lub naczynia blendera przełóż ciecierzycę, obrany czosnek i cebulę oraz olej, sos sojowy i przyprawy – zmiksuj na gładką pastę.4. Do dużej miski z cukinią przełóż pastę z ciecierzycy, kaszę jaglaną i porządnie wymieszaj. W młynku zmiel pestki słonecznika oraz płatki owsiane, a następnie dodaj je do masy na burgery.5. Całość\xa0opraw do smaku solą i pieprzem lub dodatkową porcją przypraw – nie bój się użyć ich w większej ilości, gdyż podstawowe składniki są dość neutralne w smaku. Miskę odłóż na 15 minut, aż masa zgęstnieje (płatki i słonecznik wchłoną wodę) – jeśli jednak nie uda Ci się odcisnąć porządnie cukinii i masa będzie zbyt rzadka – dodaj więcej słonecznika i płatków. Piekarnik nagrzej do 200°C.6. Burgery formuj zwilżonymi dłońmi i układaj na blasze wyłożonej papierem do pieczenia. Piecz je przez około 35 minut, pod koniec przekładając na drugą stronę (podważając je delikatnie łopatką). Gdy będą zarumienione i chrupiące z zewnątrz – są gotowe. Smacznego!']",Dania główne
Ryż z kalafiora ze szparagami,http://ervegan.com/wp-content/uploads/2016/06/ryz-z-kalafiora-0294.jpg,"['Składnikina 2 porcje:1 garść zielonych szparagów1 średni kalafior1 cukinia1 mała biała cebula1 ząbek czosnkuulubione dodatkowe warzywa (papryka, brokuły, pieczarki itd.)1 łyżeczka kuminu½łyżeczki wędzonej papryki1 łyżeczka płatków drożdżowych (opcjonalnie)1 łyżka oleju rzepakowego lub oliwy z oliweksól, pieprzWydrukuj przepis']","['1. Kalafiora zetrzyj na grubych oczkach tarki do małej miseczki. Cukinię pokrój w talarki na małe ćwiartki, a szparagi pokrój na mniejsze kawałki pod skosem.2. Na patelni rozgrzej olej, podsmaż posiekaną drobno cebulę i zmiażdżony ząbek czosnku. Dodaj cukinię, ulubione warzywa i smaż aż zmiękną.3. Kolejno przełóż je do małej miseczki lub na talerz, a na patelnię wsyp ryż z kalafiora i podsmażaj go, aż będzie lekkie zarumieniony i miękki. Dodaj z powrotem warzywa i dorzuć szparagi na kilka minut, aż złapią intensywny zielony kolor.4. Na koniec dopraw wszystko solą, pieprzem oraz przyprawami i gotowe. Smacznego!']",Dania główne
Jaglane klopsiki z ciecierzycą,http://ervegan.com/wp-content/uploads/2016/04/jaglane-klopsiki-z-ciecierzyca-2049.jpg,"['Klopsiki bez problemu można upiec. Dodajcie wtedy 2 łyżki oleju rzepakowego do masy.', 'Składnikina około 14 klopsików:1½ szklanki namoczonej i ugotowanejciecierzycy(lub 1 puszka)½ szklanki suchejkaszyjaglanej1 mała czerwonacebula3 sztukisuszonychpomidorówz zalewy3 łyżki\xa0zmielonychpłatkówowsianych1 łyżeczka suszonegooregano1 łyżeczkaziółprowansalskich1 łyżeczkawędzonejpapryki (opcjonalnie)sól, pieprz i olej do smażeniadodatki: ulubiony sos pomidorowy, pełnoziarnisty makaron, rukola, świeże ziołaWydrukuj przepis', '1. Kaszę jaglaną przepłucz, zalej 1 szklanką wody i ugotuj na półsypko na średnim ogniu.2. W średniej misce ugnieć widelcem (lub praską do ziemniaków) ciecierzycę i dodaj drobno posiekaną cebulkę i suszone pomidory.3. Kaszę dodaj do ciecierzycy i porządnie wymieszaj dodając płatki owsiane. Dodaj przyprawy i dopraw do smaku solą i pieprzem. Porządnie wymieszaj, ugnieć rękoma i odstaw na chwilkę, aż płatki wchłoną nadmiar wody.4. Klopsiki formuj zwilżając co chwilę dłonie. Smaż na rozgrzanej patelni z olejem z każdej ze stron. Lub piecz w piekarniku nagrzanym na 200°C, aż będą chrupiące. Smacznego!']","['1. Kaszę jaglaną przepłucz, zalej 1 szklanką wody i ugotuj na półsypko na średnim ogniu.2. W średniej misce ugnieć widelcem (lub praską do ziemniaków) ciecierzycę i dodaj drobno posiekaną cebulkę i suszone pomidory.3. Kaszę dodaj do ciecierzycy i porządnie wymieszaj dodając płatki owsiane. Dodaj przyprawy i dopraw do smaku solą i pieprzem. Porządnie wymieszaj, ugnieć rękoma i odstaw na chwilkę, aż płatki wchłoną nadmiar wody.4. Klopsiki formuj zwilżając co chwilę dłonie. Smaż na rozgrzanej patelni z olejem z każdej ze stron. Lub piecz w piekarniku nagrzanym na 200°C, aż będą chrupiące. Smacznego!']",Dania główne
Wytrawne babeczki z pieczarkami,http://ervegan.com/wp-content/uploads/2016/04/wytrawne-babeczki-z-pieczarkami-1892.jpg,"['Składnikina około 9 babeczek:2 szklanki ugotowanejkaszyjaglanej(około ¾ szklanki suchej)500gpieczarek1 średniapapryka1 małacebulapół ząbkaczosnku1½ szklanki ugotowanejciecierzycy(lub 1 puszka)1 łyżeczkakuminu1 łyżeczkapaprykiwędzonej2 łyżkisosusojowego2 łyżkipłatkówdrożdżowych(opcjonalnieulubione przyprawy do smaku2 łyżkioleju(+ 1 łyżeczka do smażenia)sól, pieprzWydrukuj przepis', '1. Kaszę jaglaną ugotuj w osolonej wodzie, aż będzie lekko rozklejona.2. Na rozgrzanej patelni podsmaż posiekane drobno pieczarki, cebulkę i czosnek na 1\xa0łyżeczce\xa0oleju.3. Do ugotowanej kaszy jaglanej dodaj podsmażone pieczarki i pokrojoną paprykę w małą kostkę. Ciecierzycę zmiel w malakserze na sypko lub zmiażdż po prostu widelcem na gładko i dodaj do masy.4. Wszystko dokładnie wymieszaj, dodaj resztę oleju i dopraw przyprawami. Masę można przemiksować blenderem ręcznym w kilku miejscach, dla pewności, aby muffiny nie\xa0rozpadły się po pieczeniu (w przypadku dobrze rozklejonej kaszy, nie jest to konieczne).5. Formę na muffiny posmaruj delikatnie olejem i wyłóż papierem do pieczenia (najlepiej sprawdzają się poucinane paski papieru do pieczenia ułożone na krzyż) i nakładaj po jednej sporej łyżce do jednego otworu.6. Babeczki piecz około 30 minut w piekarniku nagrzanym na 180–200°C, na koniec najlepiej z funkcją termoobiegu i grilla, aż\xa0będą złociste i chrupiące z góry. Gdy będą gotowe, ostrożnie wyciągnij je z formy (można pomóc sobie widelcem) i odstaw na kilka minut do ostygnięcia. Podawaj z pysznym sosem i smacznego!']","['1. Kaszę jaglaną ugotuj w osolonej wodzie, aż będzie lekko rozklejona.2. Na rozgrzanej patelni podsmaż posiekane drobno pieczarki, cebulkę i czosnek na 1\xa0łyżeczce\xa0oleju.3. Do ugotowanej kaszy jaglanej dodaj podsmażone pieczarki i pokrojoną paprykę w małą kostkę. Ciecierzycę zmiel w malakserze na sypko lub zmiażdż po prostu widelcem na gładko i dodaj do masy.4. Wszystko dokładnie wymieszaj, dodaj resztę oleju i dopraw przyprawami. Masę można przemiksować blenderem ręcznym w kilku miejscach, dla pewności, aby muffiny nie\xa0rozpadły się po pieczeniu (w przypadku dobrze rozklejonej kaszy, nie jest to konieczne).5. Formę na muffiny posmaruj delikatnie olejem i wyłóż papierem do pieczenia (najlepiej sprawdzają się poucinane paski papieru do pieczenia ułożone na krzyż) i nakładaj po jednej sporej łyżce do jednego otworu.6. Babeczki piecz około 30 minut w piekarniku nagrzanym na 180–200°C, na koniec najlepiej z funkcją termoobiegu i grilla, aż\xa0będą złociste i chrupiące z góry. Gdy będą gotowe, ostrożnie wyciągnij je z formy (można pomóc sobie widelcem) i odstaw na kilka minut do ostygnięcia. Podawaj z pysznym sosem i smacznego!']",Dania główne
Meksykańskie burgery z kaszy jaglanej i czerwonej fasoli,http://ervegan.com/wp-content/uploads/2016/04/meksykanskie-burgery-1753.jpg,"['Składnikina około 14 sztuk w zależności od rozmiaru:¾ szklanki suchejkaszyjaglanej1 puszkaczerwonej fasoli(lub 1½ szklanki namoczonej i ugotowanej)1 puszkakukurydzy5 łyżeczekkoncentratu\xa0pomidorowego3 łyżki zmielonychpłatkówowsianych½ szklanki pesteksłonecznika1 łyżeczka mielonychnasionkolendry1 łyżkapłatkówdrożdżowych(opcjonalnie)2 łyżeczkiwędzonejpaprykisłodkiej1 mała papryczkachili(kawałek)1 mała czerwonacebula3 łyżkioleju rzepakowego1 spory pęczekświeżejkolendrydodatki:wegański majonez,sos BBQ, salsa, awokado, mięta, pomidor, cebula itd.sól, pieprzWydrukuj przepis', '1. Kaszę przepłucz wrzącą wodą. W około 1½–2 szklankach wody rozpuść koncentrat pomidorowy, zalej płynem kaszę\xa0i\xa0doprowadź do wrzenia. Gotuj kaszę na średnim ogniu, aż wchłonie wodę i odrobinę się rozklei (ale nie za bardzo, bo burgery będą zbyt miękkie).2. Fasolę i kukurydzę odsącz z zalewy i przepłucz. ¾ fasoli zmiksuj na gładką masę, a pozostałą cześć posiekaj na małe kawałki razem ze świeżą kolendrą i papryczką chili.3. Do ugotowanej kaszy dodaj pastę z fasoli, posiekaną fasolę i kukurydzę w całości (dowolna ilość, można mniej), zmiażdżone nasiona kolendry i drobno posiekaną cebulę.4. Ziarna słonecznika zmiel w młynku i dodaj je razem ze zmielonymi płatkami owsianymi (można po prostu użyć mąki owsianej) do masy. Następnie wlej olej, dodaj przyprawy i dopraw do smaku solą i pieprzem\xa0–\xa0ewentualnie większą ilością przypraw, w tym tych ulubionych (można dodać np. sos sojowy).5. Gotową masę odstaw do ostygnięcia na kilkanaście minut, aż zgęstnieje. W tym czasie nagrzej piekarnik do 200°C.6. Kotlety formuj dłońmi, co chwila zwilżając je wodą, aby burgery łatwiej się formowały. Piecz w piekarniku przez ok. 30 minut, aż będą powoli się przypalać i utworzy się charakterystyczna chrupiąca skorupka (polecam\xa0na termoobiegu), przewracając je na drugą stronę (ostrożnie, najlepiej łopatką) pod koniec pieczenia. Podawaj z dobrą grahamką, ulubionymi sosami i warzywami. Smacznego!']","['1. Kaszę przepłucz wrzącą wodą. W około 1½–2 szklankach wody rozpuść koncentrat pomidorowy, zalej płynem kaszę\xa0i\xa0doprowadź do wrzenia. Gotuj kaszę na średnim ogniu, aż wchłonie wodę i odrobinę się rozklei (ale nie za bardzo, bo burgery będą zbyt miękkie).2. Fasolę i kukurydzę odsącz z zalewy i przepłucz. ¾ fasoli zmiksuj na gładką masę, a pozostałą cześć posiekaj na małe kawałki razem ze świeżą kolendrą i papryczką chili.3. Do ugotowanej kaszy dodaj pastę z fasoli, posiekaną fasolę i kukurydzę w całości (dowolna ilość, można mniej), zmiażdżone nasiona kolendry i drobno posiekaną cebulę.4. Ziarna słonecznika zmiel w młynku i dodaj je razem ze zmielonymi płatkami owsianymi (można po prostu użyć mąki owsianej) do masy. Następnie wlej olej, dodaj przyprawy i dopraw do smaku solą i pieprzem\xa0–\xa0ewentualnie większą ilością przypraw, w tym tych ulubionych (można dodać np. sos sojowy).5. Gotową masę odstaw do ostygnięcia na kilkanaście minut, aż zgęstnieje. W tym czasie nagrzej piekarnik do 200°C.6. Kotlety formuj dłońmi, co chwila zwilżając je wodą, aby burgery łatwiej się formowały. Piecz w piekarniku przez ok. 30 minut, aż będą powoli się przypalać i utworzy się charakterystyczna chrupiąca skorupka (polecam\xa0na termoobiegu), przewracając je na drugą stronę (ostrożnie, najlepiej łopatką) pod koniec pieczenia. Podawaj z dobrą grahamką, ulubionymi sosami i warzywami. Smacznego!']",Dania główne
Jaglane klopsiki z suszonymi pomidorami,http://ervegan.com/wp-content/uploads/2016/03/jaglane-klopsiki-z-suszonymi-pomidorami-1491.jpg,"['Składnikina około 15 sztuk średnich klopsików:1 szklankakaszyjaglanejokoło ¾ średniego słoikasuszonychpomidoróww oleju + 1–2 łyżki oleju1 szklanka zmielonychziaren słonecznika2 łyżkisosusojowego1 łyżeczkawędzonejpaprykiostrejkilka szczypt soli, pieprzWydrukuj przepis', '1. Kaszę porządnie przepłucz ciepłą wodą, następnie zalej 2 szklankami wrzątku i gotuj na wolnym ogniu, aż woda zostanie wchłonięta przez kaszę.2. Suszone pomidory dokładnie posiekaj i dodaj do ugotowanej kaszy razem ze zmielonymi ziarnami słonecznika. Porządnie wymieszaj, dopraw sosem sojowym i przyprawami. Pamiętaj o soli, jednak nie dodaj jej zbyt dużo, gdyż sam sos sojowy i pomidory są dość słone. Dodaj olej z suszonych pomidorów i ponownie\xa0wymieszaj całość. Masę\xa0odstaw na chwilę do ostygnięcia.3. Klopsiki formuj zwilżonymi dłońmi i układaj je na blasze wyłożonej papierem do pieczenia. Włoż je do nagrzanego wcześniej piekarnika na około 200°C i piecz przez 20–30 minut z funkcją termoobiegu (w zależności od piekarnika), aż będą chrupiące i złociste z zewnątrz. Gotowe, smacznego!']","['1. Kaszę porządnie przepłucz ciepłą wodą, następnie zalej 2 szklankami wrzątku i gotuj na wolnym ogniu, aż woda zostanie wchłonięta przez kaszę.2. Suszone pomidory dokładnie posiekaj i dodaj do ugotowanej kaszy razem ze zmielonymi ziarnami słonecznika. Porządnie wymieszaj, dopraw sosem sojowym i przyprawami. Pamiętaj o soli, jednak nie dodaj jej zbyt dużo, gdyż sam sos sojowy i pomidory są dość słone. Dodaj olej z suszonych pomidorów i ponownie\xa0wymieszaj całość. Masę\xa0odstaw na chwilę do ostygnięcia.3. Klopsiki formuj zwilżonymi dłońmi i układaj je na blasze wyłożonej papierem do pieczenia. Włoż je do nagrzanego wcześniej piekarnika na około 200°C i piecz przez 20–30 minut z funkcją termoobiegu (w zależności od piekarnika), aż będą chrupiące i złociste z zewnątrz. Gotowe, smacznego!']",Dania główne
Wegańskie burgery od Jamiego Olivera,https://ervegan.com/wp-content/uploads/2016/03/weganskie-burgery-komosa-sliwka-1201.jpg,[],[],Dania główne
Proste gryczki do obiadu,http://ervegan.com/wp-content/uploads/2016/03/gryczki-kulki-z-kaszy-gryczanej-1019.jpg,"['1. Kaszę gryczaną ugotuj w lekko osolonej wodzie w proporcjach 1:1½–2, aż wchłonie całą wodę. Nagrzej piekarnik do 200°C.2.\xa0Do ugotowanej kaszy dodaj ulubione przyprawy i opcjonalnie olej. Podziel kasze na dwie części i jedną z nich, zmiksuj ręcznym blenderem. Następnie wymieszaj całą masę porządnie łyżką.3. Z dobrze połączonej masy formuj małe kulki przy pomocy zwilżonych dłoni i układaj na blasze wyłożonej papierem do pieczenia.4. Piecz przez kilka/kilkanaście minut, aż będą chrupiące. Podawaj do obiadu z pieczonymi warzywami, tofu, tempehem lub wcinaj jako przekąskę. Smacznego!']","['1. Kaszę gryczaną ugotuj w lekko osolonej wodzie w proporcjach 1:1½–2, aż wchłonie całą wodę. Nagrzej piekarnik do 200°C.2.\xa0Do ugotowanej kaszy dodaj ulubione przyprawy i opcjonalnie olej. Podziel kasze na dwie części i jedną z nich, zmiksuj ręcznym blenderem. Następnie wymieszaj całą masę porządnie łyżką.3. Z dobrze połączonej masy formuj małe kulki przy pomocy zwilżonych dłoni i układaj na blasze wyłożonej papierem do pieczenia.4. Piecz przez kilka/kilkanaście minut, aż będą chrupiące. Podawaj do obiadu z pieczonymi warzywami, tofu, tempehem lub wcinaj jako przekąskę. Smacznego!']",Dania główne
3 składnikowe klopsiki z tempehu,http://ervegan.com/wp-content/uploads/2016/02/klopsiki-z-tempehu-0356.jpg,"['Składnikina około 12 klopsików:około 2 szklanki startegotempehuna grubych oczkach tarki (około 200 g)3 łyżki zmielonegosiemienialnianego+ około 4 łyżki ciepłej wodyprzyprawy: mieszanka do gyrosa bez polepszaczy, papryka wędzona, majeranek, cząber (łącznie około 1–2 łyżeczki)opcjonalnie: suszone pomidory, cebula, grzyby, oliwki itd.roślinny olej do smażeniaWydrukuj przepis']","['1. Siemię lniane wymieszaj z wodą i odstaw na kilka minut, aż zgęstnieje.2. Tempeh zetrzyj na grubych oczkach tarki i wymieszaj z przyprawami.\xa0Dodaj jajko z siemienia i porządnie wymieszaj – masa powinna ładnie się kleić. Utwórz z niej kulę i formuj małe klopsiki.3. Przygotowane kuleczki smaż na rozgrzanym oleju co chwilę zmieniając strony, aby były równo usmażone. Gotowe! Smacznego']",Dania główne
Faszerowany batat aromatycznym gulaszem,http://ervegan.com/wp-content/uploads/2016/01/faszerowany-batat-9437-1.jpg,[],[],Dania główne
Makaron z batata,http://ervegan.com/wp-content/uploads/2016/01/makaron-z-batata-9169.jpg,"['Składnikina 2 porcje:2 – 3 garści makaronu z batata powstałego dzięki spirali lub obieraczce julienne½ szklanki nerkowców, namoczonych przez 2 – 3 godziny we wrzątku lub na noc w wodzie2 łyżki soku z cytryny1 mała cebula1 ząbek czosnku1 – 2 szklanki poszarpanych liści jarmużu1 łyżka płatków drożdżowych1 łyżka oleju do smażeniasól, pieprzWydrukuj przepis', '1. Za pomocą spirali lub obieraczki julienne przygotuj makaron z batata, wcześniej go obierz i pokrój na mniejsze części. Gotowy przełóż do miski.2. Namoczone nerkowce przełóż do małego, wąskiego naczynia i zblenduj ręcznym blenderam z sokiem z cytryny, odrobiną soli i niewielką ilością wody – aż do uzyskania odpowiedniej, kremowej konsystencji.3. Na patelni rozgrzej olej, podsmaż posiekaną cebulę i przeciśnięty przez praskę czosnek. Następnie dodaj jarmuż i poczekaj, aż zmniejszy swoją objętość i zmieni kolor na jaśniejszy. Kolejno dodaj na patelnię makaron z batata i podmaż go, aż odrobinę zmięknie i nabierze koloru. Jeśli jednak chcesz, aby makaron zachował swój pierwotny kształt – dorzuć go dosłownie na chwilę! Długość duszenia makaronu zależy rownież od jego grubości, więc jeśli Twój makaron powstał z małej obieraczki julienne, dorzuć go na samym końcu i smaż zaledwie minutę.4. Następnie dodawaj po kilka łyżek sosu i ew. wody wraz z upływem czasu. Całość duś przez krótką chwilę, a na koniec dopraw szczyptą świeżo mielonego pieprzu. Gotowe.Smacznego!']","['1. Za pomocą spirali lub obieraczki julienne przygotuj makaron z batata, wcześniej go obierz i pokrój na mniejsze części. Gotowy przełóż do miski.2. Namoczone nerkowce przełóż do małego, wąskiego naczynia i zblenduj ręcznym blenderam z sokiem z cytryny, odrobiną soli i niewielką ilością wody – aż do uzyskania odpowiedniej, kremowej konsystencji.3. Na patelni rozgrzej olej, podsmaż posiekaną cebulę i przeciśnięty przez praskę czosnek. Następnie dodaj jarmuż i poczekaj, aż zmniejszy swoją objętość i zmieni kolor na jaśniejszy. Kolejno dodaj na patelnię makaron z batata i podmaż go, aż odrobinę zmięknie i nabierze koloru. Jeśli jednak chcesz, aby makaron zachował swój pierwotny kształt – dorzuć go dosłownie na chwilę! Długość duszenia makaronu zależy rownież od jego grubości, więc jeśli Twój makaron powstał z małej obieraczki julienne, dorzuć go na samym końcu i smaż zaledwie minutę.4. Następnie dodawaj po kilka łyżek sosu i ew. wody wraz z upływem czasu. Całość duś przez krótką chwilę, a na koniec dopraw szczyptą świeżo mielonego pieprzu. Gotowe.Smacznego!']",Dania główne
Jaglane klopsiki z jarmużem,http://ervegan.com/wp-content/uploads/2016/01/jaglane-klopsiki-jarmuzowe-9046.jpg,"['Składnikina około 10 pulpecików:¾ szklanki suchej kaszy jaglanej2 – 3 szklanki posiekanego jarmużu1 średnia biała cebula1 łyżka zmielonego siemienia lnianego2 łyżki płatków drożdżowych (opcjonalnie)1 łyżeczka kuminu½ łyżeczki papryki wędzonejolej do smażeniasól, pieprzWydrukuj przepis', '1. Kaszę jaglaną przepłucz wrzącą wodą i gotuj w 1½ szklanki wody na wolnym ogniu, aż\xa0kasza wchłonie wodę i odstaw do ostygnięcia.2. Na łyżeczce rozgrzanego na patelni oleju, podsmaż drobno posiekaną cebulkę, a\xa0gdy\xa0się\xa0zeszkli, dodaj posiekany jarmuż. Duś na patelni, aż\xa0zmniejszy swoją objętość.3. Do ugotowanej kaszy jaglanej dodaj cebulkę z jarmużem, siemię lniane, płatki drożdżowe oraz przyprawy. Masę zmiksuj w kilku miejscach ręcznym blenderem (nie całą), aż\xa0do\xa0połączenia składników – zależy nam na tym, aby rozmiksować jarmuż w kaszy i uzyskać odpowiednią konsystencję (lepiące się klopsiki). Gdyby kasza nie ugotowała się odpowiednio na miękko, można dodać odrobinę wody dla polepszenia konsystencji (lub wodę wymieszać z siemieniem).4. Z masy uformuj\xa0średniej wielkości kulki mocno je uklepując zwilżonymi dłońmi i smaż\xa0na rozgrzanym oleju. Gdy\xa0się\xa0zezłocą, odłóż\xa0na ręcznik papierowy od odsączenia nadmiaru tłuszczu i klopsiki gotowe.Smacznego!']","['1. Kaszę jaglaną przepłucz wrzącą wodą i gotuj w 1½ szklanki wody na wolnym ogniu, aż\xa0kasza wchłonie wodę i odstaw do ostygnięcia.2. Na łyżeczce rozgrzanego na patelni oleju, podsmaż drobno posiekaną cebulkę, a\xa0gdy\xa0się\xa0zeszkli, dodaj posiekany jarmuż. Duś na patelni, aż\xa0zmniejszy swoją objętość.3. Do ugotowanej kaszy jaglanej dodaj cebulkę z jarmużem, siemię lniane, płatki drożdżowe oraz przyprawy. Masę zmiksuj w kilku miejscach ręcznym blenderem (nie całą), aż\xa0do\xa0połączenia składników – zależy nam na tym, aby rozmiksować jarmuż w kaszy i uzyskać odpowiednią konsystencję (lepiące się klopsiki). Gdyby kasza nie ugotowała się odpowiednio na miękko, można dodać odrobinę wody dla polepszenia konsystencji (lub wodę wymieszać z siemieniem).4. Z masy uformuj\xa0średniej wielkości kulki mocno je uklepując zwilżonymi dłońmi i smaż\xa0na rozgrzanym oleju. Gdy\xa0się\xa0zezłocą, odłóż\xa0na ręcznik papierowy od odsączenia nadmiaru tłuszczu i klopsiki gotowe.Smacznego!']",Dania główne
